Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Chad,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chile,1996,72.6,90.0,50.0,N/A,89.8,85.9,N/A,85.0,N/A,68.0,65.0,70.0,50.0
China,1996,51.3,30.0,30.0,N/A,70.7,94.6,N/A,55.0,N/A,61.5,20.0,50.0,50.0
Colombia,1996,64.3,50.0,10.0,N/A,80.4,99.2,N/A,70.0,N/A,64.1,65.0,70.0,70.0
Comoros,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Costa Rica ",1996,66.4,50.0,50.0,N/A,82.5,90.5,N/A,70.0,N/A,71.9,63.0,70.0,50.0
"Côte d'Ivoire ",1996,49.9,50.0,30.0,N/A,52.2,86.4,N/A,55.0,N/A,62.9,12.6,50.0,50.0
Croatia,1996,48.0,50.0,30.0,N/A,77.4,50.5,N/A,55.0,N/A,0.0,69.0,50.0,50.0
Cuba,1996,27.8,10.0,10.0,N/A,47.6,0.0,N/A,40.0,N/A,62.9,60.0,10.0,10.0
Cyprus,1996,67.7,50.0,50.0,N/A,71.9,67.9,N/A,85.0,N/A,76.0,68.4,70.0,70.0
Czech Republic,1996,68.1,70.0,50.0,N/A,47.5,38.2,N/A,100.0,N/A,72.5,75.0,70.0,90.0
Democratic Republic of Congo,1996,39.5,30.0,10.0,N/A,54.7,97.2,N/A,55.0,N/A,0.0,49.0,30.0,30.0
Denmark,1996,67.3,90.0,90.0,N/A,31.5,0.0,N/A,85.0,N/A,91.4,77.8,70.0,70.0
Djibouti,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominica,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dominican Republic,1996,58.1,30.0,30.0,N/A,85.4,89.3,N/A,55.0,N/A,78.0,55.0,50.0,50.0
Ecuador,1996,60.1,50.0,30.0,N/A,79.0,92.5,N/A,55.0,N/A,53.0,61.0,70.0,50.0
Egypt,1996,52.0,50.0,50.0,N/A,56.2,61.8,N/A,55.0,N/A,70.3,25.0,50.0,50.0
"El Salvador ",1996,70.1,50.0,50.0,N/A,83.7,92.0,N/A,70.0,N/A,72.5,73.0,70.0,70.0
Equatorial Guinea,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eritrea,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Estonia,1996,65.4,70.0,50.0,N/A,73.2,59.2,N/A,85.0,N/A,17.3,74.0,90.0,70.0
Eswatini,1996,58.6,70.0,30.0,N/A,63.5,68.7,N/A,70.0,N/A,67.4,58.0,50.0,50.0
Ethiopia,1996,45.9,30.0,30.0,N/A,48.8,88.5,N/A,55.0,N/A,73.4,27.0,30.0,30.0
Fiji,1996,57.4,50.0,30.0,N/A,67.4,74.4,N/A,55.0,N/A,80.5,59.0,50.0,50.0
Finland,1996,63.7,90.0,90.0,N/A,58.4,0.0,N/A,55.0,N/A,82.3,77.8,70.0,50.0
France,1996,63.7,70.0,90.0,N/A,60.6,8.3,N/A,85.0,N/A,81.4,77.8,50.0,50.0
Gabon,1996,55.7,50.0,50.0,N/A,52.5,75.5,N/A,70.0,N/A,59.5,23.6,70.0,50.0
Georgia,1996,44.1,30.0,10.0,N/A,92.0,61.3,N/A,55.0,N/A,0.0,69.0,50.0,30.0
Germany,1996,69.1,90.0,90.0,N/A,44.0,27.1,N/A,70.0,N/A,83.5,77.8,70.0,70.0
Ghana,1996,57.7,50.0,70.0,N/A,73.8,74.8,N/A,55.0,N/A,64.3,31.2,50.0,50.0
Greece,1996,60.5,70.0,50.0,N/A,58.0,50.5,N/A,70.0,N/A,67.9,77.8,70.0,30.0
"Guatemala ",1996,63.7,50.0,50.0,N/A,84.1,96.6,N/A,55.0,N/A,69.0,69.0,50.0,50.0
Guinea,1996,58.5,50.0,10.0,N/A,71.4,89.1,N/A,55.0,N/A,80.2,51.0,50.0,70.0
Guinea-Bissau,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guyana,1996,50.1,50.0,30.0,N/A,55.9,37.3,N/A,55.0,N/A,71.5,51.0,50.0,50.0
Haiti,1996,41.0,10.0,10.0,N/A,78.6,97.7,N/A,40.0,N/A,47.5,65.0,10.0,10.0
"Honduras ",1996,56.6,50.0,30.0,N/A,65.5,82.7,N/A,55.0,N/A,63.3,63.0,50.0,50.0
Hong Kong,1996,90.5,90.0,90.0,N/A,91.4,92.0,N/A,100.0,N/A,81.1,90.0,90.0,90.0
"Hungary ",1996,56.8,70.0,50.0,N/A,55.8,0.0,N/A,70.0,N/A,66.6,59.0,70.0,70.0
Iceland,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
India,1996,47.4,50.0,10.0,N/A,63.5,88.7,N/A,55.0,N/A,65.6,14.0,50.0,30.0
Indonesia,1996,61.0,50.0,10.0,N/A,80.0,90.0,N/A,55.0,N/A,71.3,73.0,70.0,50.0
Iran,1996,36.1,10.0,10.0,N/A,41.5,92.1,N/A,55.0,N/A,51.3,45.0,10.0,10.0
Iraq,1996,17.2,10.0,10.0,N/A,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Ireland,1996,68.5,90.0,50.0,N/A,49.1,39.0,N/A,85.0,N/A,85.6,77.8,70.0,70.0
Israel,1996,62.0,70.0,30.0,N/A,51.1,27.7,N/A,85.0,N/A,73.1,81.0,90.0,50.0
Italy,1996,60.8,70.0,90.0,N/A,42.2,0.1,N/A,70.0,N/A,77.0,77.8,70.0,50.0
"Jamaica ",1996,66.7,70.0,50.0,N/A,76.2,76.5,N/A,70.0,N/A,52.2,65.0,70.0,70.0
Japan,1996,72.6,90.0,90.0,N/A,53.6,63.9,N/A,85.0,N/A,88.9,82.0,50.0,50.0
Jordan,1996,60.8,70.0,30.0,N/A,36.6,62.8,N/A,70.0,N/A,78.2,59.2,70.0,70.0
Kazakhstan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenya,1996,56.4,50.0,50.0,N/A,69.3,62.6,N/A,55.0,N/A,53.7,67.0,50.0,50.0
Kiribati,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,1996,66.1,90.0,70.0,N/A,99.9,10.9,N/A,85.0,N/A,81.7,77.0,30.0,50.0
"Kyrgyz Republic ",1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laos,1996,38.5,10.0,10.0,N/A,32.3,90.2,N/A,40.0,N/A,62.8,81.0,10.0,10.0
Latvia,1996,55.0,50.0,50.0,N/A,78.0,50.8,N/A,70.0,N/A,41.1,55.0,50.0,50.0
Lebanon,1996,63.2,50.0,10.0,N/A,98.0,79.9,N/A,70.0,N/A,66.4,75.0,50.0,70.0
Lesotho,1996,47.0,50.0,30.0,N/A,59.1,38.7,N/A,55.0,N/A,65.3,45.0,50.0,30.0
Liberia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,1996,31.7,10.0,10.0,N/A,33.3,73.0,N/A,40.0,N/A,60.2,39.0,10.0,10.0
Liechtenstein,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,1996,49.7,50.0,30.0,N/A,76.6,62.4,N/A,70.0,N/A,12.9,65.0,50.0,30.0
Luxembourg,1996,72.5,90.0,90.0,N/A,46.6,37.1,N/A,85.0,N/A,84.7,79.0,70.0,70.0
Macau,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,1996,52.2,50.0,30.0,N/A,74.8,87.3,N/A,70.0,N/A,60.5,37.6,30.0,30.0
Malawi,1996,56.2,50.0,30.0,N/A,73.4,78.8,N/A,55.0,N/A,54.9,64.0,50.0,50.0
"Malaysia ",1996,69.9,70.0,70.0,N/A,76.7,82.7,N/A,85.0,N/A,77.7,67.0,50.0,50.0
Maldives,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,1996,57.0,50.0,10.0,N/A,48.8,83.4,N/A,70.0,N/A,65.6,65.0,70.0,50.0
Malta,1996,55.8,50.0,10.0,N/A,67.7,50.8,N/A,70.0,N/A,72.5,61.0,70.0,50.0
Mauritania,1996,45.5,30.0,30.0,N/A,49.8,80.3,N/A,55.0,N/A,69.6,55.0,30.0,10.0
Mauritius,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mexico,1996,61.2,50.0,50.0,N/A,73.1,93.1,N/A,55.0,N/A,66.6,63.0,70.0,30.0
Micronesia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,1996,52.5,50.0,30.0,N/A,75.1,72.1,N/A,70.0,N/A,0.0,75.0,50.0,50.0
Mongolia,1996,47.4,70.0,50.0,N/A,40.0,17.3,N/A,70.0,N/A,14.5,65.0,50.0,50.0
Montenegro,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,1996,64.3,70.0,50.0,N/A,60.5,73.2,N/A,70.0,N/A,75.6,59.0,70.0,50.0
"Mozambique ",1996,48.4,30.0,10.0,N/A,74.2,88.6,N/A,55.0,N/A,42.5,75.0,30.0,30.0
Namibia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nepal,1996,50.3,30.0,10.0,N/A,86.4,91.3,N/A,55.0,N/A,67.0,53.2,30.0,30.0
Netherlands,1996,69.7,90.0,90.0,N/A,33.8,6.6,N/A,85.0,N/A,84.4,77.8,70.0,90.0
New Zealand,1996,78.1,90.0,90.0,N/A,65.1,48.6,N/A,85.0,N/A,86.0,78.6,70.0,90.0
"Nicaragua ",1996,54.1,30.0,10.0,N/A,78.6,68.5,N/A,55.0,N/A,68.5,56.0,70.0,50.0
Niger,1996,45.8,30.0,10.0,N/A,46.1,92.0,N/A,55.0,N/A,54.5,65.0,30.0,30.0
Nigeria,1996,47.4,50.0,50.0,N/A,78.6,0.0,N/A,55.0,N/A,47.7,45.0,70.0,30.0
North Korea,1996,8.9,10.0,10.0,N/A,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
Norway,1996,65.4,90.0,90.0,N/A,58.9,8.9,N/A,70.0,N/A,81.7,69.0,70.0,50.0
Oman,1996,65.4,70.0,70.0,N/A,75.0,49.3,N/A,85.0,N/A,86.7,73.0,50.0,30.0
"Pakistan ",1996,58.4,70.0,30.0,N/A,65.0,66.3,N/A,55.0,N/A,68.5,31.0,70.0,70.0
"Panama ",1996,71.8,50.0,50.0,N/A,77.6,85.2,N/A,70.0,N/A,88.2,65.0,70.0,90.0
Papua New Guinea,1996,58.6,50.0,50.0,N/A,81.5,69.3,N/A,70.0,N/A,81.2,45.8,50.0,30.0
"Paraguay ",1996,67.1,50.0,10.0,N/A,90.1,92.8,N/A,70.0,N/A,62.0,69.0,90.0,70.0
Peru,1996,62.5,50.0,30.0,N/A,81.0,93.4,N/A,55.0,N/A,57.9,55.0,70.0,70.0
Philippines,1996,60.2,70.0,30.0,N/A,73.2,89.4,N/A,55.0,N/A,77.0,47.0,50.0,50.0
Poland,1996,57.8,70.0,70.0,N/A,48.0,32.6,N/A,70.0,N/A,52.4,57.0,70.0,50.0
Portugal,1996,64.5,70.0,70.0,N/A,61.5,31.5,N/A,70.0,N/A,79.7,77.8,70.0,50.0
Qatar,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Republic of Congo ",1996,40.3,30.0,10.0,N/A,49.6,54.8,N/A,55.0,N/A,50.9,52.4,30.0,30.0
Romania,1996,46.2,30.0,30.0,N/A,42.4,64.9,N/A,55.0,N/A,11.9,61.6,70.0,50.0
Russia,1996,51.6,50.0,30.0,N/A,75.5,66.5,N/A,70.0,N/A,0.0,52.0,70.0,50.0
Rwanda,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,1996,47.6,50.0,70.0,N/A,64.5,2.2,N/A,70.0,N/A,72.0,0.0,50.0,50.0
"São Tomé and Príncipe ",1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1996,68.3,90.0,70.0,N/A,99.4,46.3,N/A,85.0,N/A,84.9,59.0,30.0,50.0
Senegal,1996,58.2,70.0,50.0,N/A,60.7,87.0,N/A,55.0,N/A,55.8,45.0,50.0,50.0
"Serbia ",1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,1996,52.3,50.0,10.0,N/A,51.3,91.5,N/A,70.0,N/A,56.8,61.0,50.0,30.0
Singapore,1996,86.5,90.0,90.0,N/A,80.8,90.7,N/A,100.0,N/A,84.4,83.0,90.0,70.0
Slovakia,1996,57.6,50.0,50.0,N/A,66.4,22.0,N/A,70.0,N/A,65.1,75.0,70.0,50.0
Slovenia,1996,50.4,30.0,30.0,N/A,69.3,34.6,N/A,70.0,N/A,60.5,59.0,30.0,70.0
Solomon Islands,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,1996,62.5,50.0,50.0,N/A,63.6,62.2,N/A,85.0,N/A,75.4,56.4,70.0,50.0
South Korea,1996,73.0,90.0,70.0,N/A,64.4,86.4,N/A,70.0,N/A,79.6,77.0,50.0,70.0
Spain,1996,59.6,70.0,50.0,N/A,45.8,26.8,N/A,70.0,N/A,76.2,77.8,70.0,50.0
Sri Lanka,1996,62.5,50.0,30.0,N/A,72.5,78.1,N/A,70.0,N/A,80.5,61.0,50.0,70.0
Sudan,1996,39.2,30.0,30.0,N/A,32.9,74.6,N/A,70.0,N/A,17.9,37.0,30.0,30.0
Suriname,1996,36.7,50.0,10.0,N/A,49.5,45.8,N/A,70.0,N/A,0.0,25.0,50.0,30.0
Sweden,1996,61.8,70.0,90.0,N/A,45.2,0.0,N/A,70.0,N/A,84.5,77.0,70.0,50.0
Switzerland,1996,76.8,70.0,90.0,N/A,78.0,53.4,N/A,70.0,N/A,91.6,78.0,90.0,70.0
Syria,1996,42.3,30.0,10.0,N/A,38.6,73.5,N/A,85.0,N/A,61.0,43.0,30.0,10.0
Taiwan,1996,74.1,90.0,90.0,N/A,74.3,70.0,N/A,85.0,N/A,82.6,75.2,50.0,50.0
Tajikistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanzania,1996,57.5,50.0,30.0,N/A,77.5,90.6,N/A,55.0,N/A,60.2,53.8,50.0,50.0
"Thailand ",1996,71.0,90.0,70.0,N/A,74.5,92.1,N/A,70.0,N/A,76.4,66.4,50.0,50.0
The Bahamas,1996,74.0,90.0,70.0,N/A,97.8,83.6,N/A,100.0,N/A,85.8,19.0,50.0,70.0
The Gambia,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Timor-Leste,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,1996,69.2,90.0,50.0,N/A,64.5,77.5,N/A,70.0,N/A,75.9,35.0,90.0,70.0
Tunisia,1996,63.9,50.0,50.0,N/A,69.5,64.3,N/A,85.0,N/A,81.4,35.0,70.0,70.0
Turkey,1996,56.7,70.0,10.0,N/A,44.3,57.1,N/A,85.0,N/A,28.9,75.0,70.0,70.0
Turkmenistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uganda,1996,66.2,70.0,30.0,N/A,81.3,89.6,N/A,70.0,N/A,77.5,57.8,70.0,50.0
Ukraine,1996,40.6,30.0,30.0,N/A,57.7,47.1,N/A,55.0,N/A,0.0,66.0,50.0,30.0
United Arab Emirates,1996,71.6,90.0,90.0,N/A,99.9,47.1,N/A,85.0,N/A,75.2,77.0,30.0,50.0
United Kingdom,1996,76.4,90.0,90.0,N/A,62.1,37.3,N/A,85.0,N/A,85.2,77.8,70.0,90.0
United States,1996,76.7,90.0,90.0,N/A,64.7,57.8,N/A,85.0,N/A,84.5,78.4,70.0,70.0
"Uruguay ",1996,63.7,50.0,50.0,N/A,83.0,66.9,N/A,70.0,N/A,50.6,63.0,70.0,70.0
Uzbekistan,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",1996,54.5,50.0,10.0,N/A,75.2,76.1,N/A,70.0,N/A,44.1,65.0,50.0,50.0
Vietnam,1996,40.2,10.0,10.0,N/A,54.8,79.1,N/A,40.0,N/A,63.3,44.6,30.0,30.0
Yemen,1996,49.6,30.0,10.0,N/A,78.4,75.3,N/A,70.0,N/A,38.1,45.0,70.0,30.0
Zambia,1996,59.6,50.0,50.0,N/A,73.2,74.1,N/A,55.0,N/A,32.9,61.2,70.0,70.0
Zimbabwe,1996,46.7,50.0,30.0,N/A,58.4,63.7,N/A,55.0,N/A,58.1,25.0,30.0,50.0
