Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
"Côte d'Ivoire ",2019,62.4,40.9,38.1,47.8,77.5,83.9,74.3,61.0,52.5,74.2,73.6,75.0,50.0
Croatia,2019,61.4,66.0,38.6,42.9,66.4,33.4,85.4,60.7,44.0,78.5,86.0,75.0,60.0
Cuba,2019,27.8,31.6,37.7,10.0,48.8,0.0,15.6,20.0,20.0,65.6,64.0,10.0,10.0
Cyprus,2019,68.1,73.1,43.7,48.1,74.9,55.2,80.3,76.9,59.5,84.0,86.0,75.0,60.0
Czech Republic,2019,73.7,74.8,52.1,47.6,82.6,52.1,97.6,72.4,78.1,81.5,86.0,80.0,80.0
Democratic Republic of Congo,2019,50.3,25.3,26.2,30.7,73.8,93.9,96.9,53.2,41.9,49.1,62.6,30.0,20.0
Denmark,2019,76.7,86.2,85.8,77.8,42.0,14.4,96.7,90.7,86.4,84.1,86.0,90.0,80.0
Djibouti,2019,47.1,29.7,28.1,18.1,76.2,27.3,18.1,54.7,60.4,72.7,50.4,80.0,50.0
Dominica,2019,63.6,49.2,54.5,63.8,72.1,53.5,84.7,70.7,60.4,85.7,68.2,70.0,30.0
Dominican Republic,2019,61.0,50.6,23.2,18.1,84.6,90.3,89.9,51.9,57.6,79.7,75.8,70.0,40.0
Ecuador,2019,46.9,35.9,25.3,20.2,77.0,55.5,32.1,54.1,48.2,73.5,66.4,35.0,40.0
Egypt,2019,52.5,37.0,29.2,48.3,85.2,68.1,0.0,65.9,51.6,62.3,71.8,60.0,50.0
"El Salvador ",2019,61.8,37.6,23.4,29.1,78.1,86.3,81.9,57.2,53.1,79.0,81.4,75.0,60.0
Equatorial Guinea,2019,41.0,29.7,15.8,18.1,71.3,67.6,16.4,37.6,32.7,83.7,48.8,40.0,30.0
Eritrea,2019,38.9,35.5,19.7,18.1,81.4,73.9,0.0,17.7,70.0,61.0,69.2,0.0,20.0
Estonia,2019,76.6,81.5,73.1,76.0,79.9,51.1,99.8,75.3,57.2,79.6,86.0,90.0,70.0
Eswatini,2019,54.7,41.7,35.0,42.9,74.8,65.6,18.3,59.2,67.5,73.7,87.6,50.0,40.0
Ethiopia,2019,53.6,32.6,35.1,40.9,77.2,90.4,83.3,48.6,58.0,60.8,60.8,35.0,20.0
Fiji,2019,62.2,67.3,23.4,42.9,81.1,71.7,82.4,63.0,72.9,73.5,62.8,55.0,50.0
Finland,2019,74.9,89.6,92.5,81.2,66.8,7.2,86.4,89.4,50.3,84.8,86.0,85.0,80.0
France,2019,63.8,82.5,67.9,66.1,48.4,3.9,64.9,81.2,45.2,79.1,81.0,75.0,70.0
Gabon,2019,56.3,28.1,35.5,30.6,75.8,86.6,82.1,52.1,53.0,80.0,51.2,60.0,40.0
Georgia,2019,75.9,65.9,58.5,54.6,87.1,73.6,93.9,85.8,76.6,76.0,88.6,80.0,70.0
Germany,2019,73.5,79.9,81.3,75.4,60.8,42.3,91.8,83.3,52.8,77.9,86.0,80.0,70.0
Ghana,2019,57.5,49.1,35.5,44.2,78.8,82.0,23.9,56.5,59.9,66.3,63.4,70.0,60.0
Greece,2019,57.7,52.4,37.7,49.5,59.1,23.3,79.0,74.1,52.5,79.1,81.0,55.0,50.0
"Guatemala ",2019,62.6,40.3,26.4,32.3,79.2,95.6,96.2,53.6,48.7,77.0,82.2,70.0,50.0
Guinea,2019,55.7,34.7,25.5,32.6,69.4,89.8,87.2,54.6,54.9,66.4,63.2,50.0,40.0
Guinea-Bissau,2019,54.0,32.6,25.3,42.9,88.8,86.7,81.4,35.9,61.2,78.1,55.6,30.0,30.0
Guyana,2019,56.8,41.7,33.2,42.9,67.0,69.4,77.6,59.3,62.0,76.9,66.8,55.0,30.0
Haiti,2019,52.7,10.4,20.3,25.3,79.9,88.3,95.9,36.2,62.6,66.5,72.0,45.0,30.0
"Honduras ",2019,60.2,43.4,25.3,31.0,82.8,78.2,95.9,56.9,32.0,73.0,79.4,65.0,60.0
Hong Kong,2019,90.2,93.3,83.8,75.3,93.1,90.3,100.0,96.4,89.2,86.4,95.0,90.0,90.0
"Hungary ",2019,65.0,60.9,35.3,45.2,78.6,31.7,85.0,61.1,64.7,81.8,86.0,80.0,70.0
Iceland,2019,77.1,87.4,83.8,63.8,72.7,44.0,96.7,88.4,64.1,81.7,87.0,85.0,70.0
India,2019,55.2,57.3,47.8,61.6,79.4,77.3,14.7,57.1,41.8,72.4,72.4,40.0,40.0
Indonesia,2019,65.8,52.2,39.5,53.5,83.7,91.4,88.1,69.3,49.3,77.4,79.8,45.0,60.0
Iran,2019,51.1,33.5,35.0,41.3,80.9,89.8,89.5,62.2,50.7,60.1,54.6,5.0,10.0
Iraq,2019,N/A,37.0,20.3,12.3,N/A,52.8,13.3,54.4,53.1,81.4,N/A,N/A,N/A
Ireland,2019,80.5,85.8,78.0,68.4,76.3,77.4,89.0,83.1,75.3,87.0,86.0,90.0,70.0
Israel,2019,72.8,80.0,67.9,73.4,61.9,52.4,85.3,71.4,65.1,86.2,84.4,75.0,70.0
Italy,2019,62.2,71.7,43.7,49.8,55.6,26.5,71.3,71.7,51.1,84.0,86.0,85.0,50.0
"Jamaica ",2019,68.6,60.7,45.0,49.2,80.2,76.0,80.0,78.0,73.6,82.6,68.4,80.0,50.0
Japan,2019,72.1,84.1,78.0,68.5,68.2,55.0,55.7,80.5,79.0,85.9,80.0,70.0,60.0
Jordan,2019,66.5,58.4,50.3,52.6,91.4,73.4,60.6,61.8,52.7,85.0,81.4,70.0,60.0
Kazakhstan,2019,65.4,59.3,40.3,56.1,93.4,83.7,41.0,73.9,86.2,70.9,80.0,50.0,50.0
Kenya,2019,55.1,53.8,32.1,46.9,79.5,77.8,13.8,55.8,63.4,72.7,60.4,55.0,50.0
Kiribati,2019,47.3,44.1,35.1,34.3,73.0,0.0,98.6,41.9,50.7,81.1,53.2,25.0,30.0
Kosovo,2019,67.0,57.2,44.7,53.5,92.5,77.7,96.0,73.8,64.9,78.3,70.8,65.0,30.0
Kuwait,2019,60.8,52.9,35.3,43.3,97.7,17.3,99.1,57.4,61.7,70.6,79.0,55.0,60.0
"Kyrgyz Republic ",2019,62.3,49.9,27.2,27.9,94.1,54.2,78.4,73.4,79.8,74.4,78.6,60.0,50.0
Laos,2019,57.4,38.8,33.5,42.5,86.9,85.3,66.5,60.1,60.1,78.5,81.8,35.0,20.0
Latvia,2019,70.4,67.3,35.5,48.4,77.0,57.1,96.9,77.5,73.3,81.1,86.0,85.0,60.0
Lebanon,2019,51.1,39.5,18.2,26.6,91.8,75.6,0.0,47.9,46.5,78.1,79.0,60.0,50.0
Lesotho,2019,53.1,41.5,30.9,45.7,59.4,33.0,63.5,53.3,58.8,75.0,81.0,55.0,40.0
Liberia,2019,49.7,26.7,24.2,39.0,82.7,62.1,69.1,50.6,38.3,68.9,60.1,55.0,20.0
Libya,2019,N/A,7.6,15.8,24.4,N/A,0.0,20.0,40.2,51.3,52.8,N/A,5.0,N/A
Liechtenstein,2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.0,80.0
Lithuania,2019,74.2,73.6,47.8,61.2,86.4,65.1,97.3,75.2,63.6,84.6,86.0,80.0,70.0
Luxembourg,2019,75.9,83.0,85.8,72.4,65.4,46.6,98.9,68.8,45.9,82.6,86.0,95.0,80.0
Macau,2019,71.0,60.0,33.2,60.0,77.1,90.4,100.0,60.0,50.0,76.5,90.0,85.0,70.0
Macedonia,2019,71.1,65.1,44.7,60.7,91.8,70.0,82.9,80.2,71.5,78.7,82.0,65.0,60.0
Madagascar,2019,56.6,33.2,14.3,24.4,91.0,91.8,85.5,47.3,44.6,72.4,69.2,55.0,50.0
Malawi,2019,51.4,35.8,25.2,40.1,79.8,70.3,19.1,41.7,64.0,65.5,75.4,50.0,50.0
"Malaysia ",2019,74.0,84.1,55.4,68.2,85.6,83.2,82.4,83.9,74.4,78.6,82.0,60.0,50.0
Maldives,2019,53.2,43.9,33.5,36.4,95.8,60.8,10.7,78.3,70.8,81.0,62.6,35.0,30.0
Mali,2019,58.1,33.7,29.6,33.4,68.7,85.4,84.2,53.8,52.2,81.6,69.8,65.0,40.0
Malta,2019,68.6,69.8,50.3,50.4,64.2,56.1,94.5,67.1,61.3,78.2,86.0,85.0,60.0
Mauritania,2019,55.7,27.5,30.6,30.6,78.0,74.2,80.6,61.9,51.5,81.2,62.6,50.0,40.0
Mauritius,2019,73.0,69.5,40.3,62.1,92.1,80.3,73.6,79.8,60.8,79.4,88.4,80.0,70.0
Mexico,2019,64.7,59.1,26.3,34.9,75.8,78.2,83.2,67.8,58.6,75.9,81.4,75.0,60.0
Micronesia,2019,51.9,7.6,36.6,26.6,92.8,0.0,98.8,57.4,71.9,85.8,80.6,35.0,30.0
Moldova,2019,59.1,55.2,25.4,29.6,85.4,59.1,92.0,67.0,39.0,73.5,78.0,55.0,50.0
Mongolia,2019,55.4,48.2,29.8,23.8,88.5,63.1,6.2,66.0,75.0,77.8,75.8,50.0,60.0
Montenegro,2019,60.5,55.4,39.5,51.8,85.3,32.6,23.2,73.3,73.4,81.6,84.7,75.0,50.0
Morocco,2019,62.9,57.2,39.2,47.1,72.2,72.7,66.9,70.3,33.1,83.5,77.4,65.0,70.0
"Mozambique ",2019,48.6,33.9,28.1,35.2,75.5,66.9,16.6,57.1,42.0,65.4,78.0,35.0,50.0
Namibia,2019,58.7,55.9,49.8,54.7,66.5,48.9,15.7,65.8,85.1,74.4,83.0,65.0,40.0
Nepal,2019,53.8,39.2,26.2,34.7,84.0,83.7,98.5,61.8,47.9,69.4,60.4,10.0,30.0
Netherlands,2019,76.8,88.0,89.1,74.7,51.6,42.9,93.3,81.4,60.3,84.0,86.0,90.0,80.0
New Zealand,2019,84.4,95.0,96.7,83.5,71.0,50.4,98.6,91.0,86.7,87.5,92.4,80.0,80.0
"Nicaragua ",2019,57.7,33.4,20.3,18.7,76.9,79.1,93.9,56.0,55.8,72.7,76.0,60.0,50.0
Niger,2019,51.6,37.2,34.1,31.0,76.9,75.6,22.2,56.3,48.2,76.7,65.8,55.0,40.0
Nigeria,2019,57.3,36.5,20.5,34.3,85.0,96.5,68.2,51.2,83.3,65.0,62.4,45.0,40.0
North Korea,2019,5.9,31.6,24.4,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
Norway,2019,73.0,86.1,92.3,81.2,57.4,25.3,97.3,89.4,53.7,75.4,83.2,75.0,60.0
Oman,2019,61.0,58.1,53.8,51.6,97.8,32.5,16.1,75.2,57.3,77.7,87.0,65.0,60.0
"Pakistan ",2019,55.0,41.5,30.6,40.2,80.5,87.6,49.2,56.1,41.8,72.6,64.8,55.0,40.0
"Panama ",2019,67.2,60.4,34.1,30.1,85.0,85.3,91.3,73.6,43.4,79.4,79.2,75.0,70.0
Papua New Guinea,2019,58.4,37.4,37.2,49.0,71.8,89.1,75.2,62.2,72.6,70.0,80.9,25.0,30.0
"Paraguay ",2019,61.8,39.5,25.5,30.0,96.3,78.9,96.3,61.5,29.2,72.8,76.6,75.0,60.0
Peru,2019,67.8,56.1,31.8,34.0,80.6,86.1,88.5,67.8,63.5,83.9,86.4,75.0,60.0
Philippines,2019,63.8,48.7,30.9,36.4,76.9,88.7,97.1,61.3,57.9,69.6,78.2,60.0,60.0
Poland,2019,67.8,62.3,49.8,44.0,74.9,48.8,86.4,65.4,63.9,82.1,86.0,80.0,70.0
Portugal,2019,65.3,71.5,59.5,64.3,59.9,35.6,69.8,79.7,44.3,83.0,86.0,70.0,60.0
Qatar,2019,72.6,64.5,77.4,60.0,99.7,56.8,94.0,71.2,65.9,78.4,83.2,60.0,60.0
"Republic of Congo ",2019,39.7,33.2,25.3,29.6,59.5,40.6,0.0,38.2,35.8,82.6,56.8,45.0,30.0
Romania,2019,68.6,66.7,39.8,51.9,89.7,69.0,89.3,63.1,64.5,82.7,86.0,70.0,50.0
Russia,2019,58.9,52.4,36.6,45.1,89.4,62.3,86.6,78.4,52.5,65.1,77.8,30.0,30.0
Rwanda,2019,71.1,72.2,67.9,83.2,79.8,79.4,86.3,56.2,82.2,76.1,70.4,60.0,40.0
Saint Lucia,2019,68.7,65.9,50.3,63.8,76.2,79.3,81.3,76.3,69.2,83.9,73.2,65.0,40.0
Saint Vincent and the Grenadines,2019,65.8,36.5,50.5,63.8,71.2,74.3,85.0,76.5,73.5,82.2,66.6,70.0,40.0
Samoa,2019,62.2,53.8,37.7,31.0,79.9,62.3,93.6,77.0,78.2,83.5,63.8,55.0,30.0
"São Tomé and Príncipe ",2019,54.0,37.4,35.5,26.6,87.2,67.0,62.3,65.1,42.7,70.5,64.2,60.0,30.0
Saudi Arabia,2019,60.7,55.0,49.8,62.7,99.8,57.5,19.4,72.3,63.3,78.1,76.0,45.0,50.0
Senegal,2019,56.3,47.8,40.3,40.4,70.8,73.3,60.0,53.3,39.4,78.2,72.0,60.0,40.0
"Serbia ",2019,63.9,50.1,37.2,44.8,82.0,45.1,90.1,72.9,67.4,80.0,77.0,70.0,50.0
Seychelles,2019,61.4,58.2,39.2,37.5,76.3,60.3,92.0,63.3,63.2,80.0,81.4,55.0,30.0
Sierra Leone,2019,47.5,35.5,26.2,34.5,87.3,84.4,13.2,44.9,29.3,65.0,69.4,60.0,20.0
Singapore,2019,89.4,97.4,95.1,92.4,90.4,90.7,80.0,90.8,91.0,85.3,94.8,85.0,80.0
Slovakia,2019,65.0,68.5,37.7,37.2,78.6,46.1,87.2,61.3,53.4,78.6,86.0,75.0,70.0
Slovenia,2019,65.5,76.4,53.6,46.5,58.4,38.3,82.6,79.3,61.2,83.6,86.0,70.0,50.0
Solomon Islands,2019,54.6,49.9,33.5,51.7,65.5,36.5,89.4,68.6,72.0,86.0,56.8,15.0,30.0
Somalia,2019,N/A,33.7,7.9,26.6,N/A,N/A,N/A,31.7,N/A,N/A,N/A,N/A,N/A
South Africa,2019,58.3,58.8,39.7,39.3,62.1,67.6,62.6,64.3,59.1,75.2,76.0,45.0,50.0
South Korea,2019,72.3,79.3,50.5,57.5,64.2,68.6,96.8,91.3,57.4,82.0,80.4,70.0,70.0
Spain,2019,65.7,72.9,51.9,51.4,62.3,46.2,51.1,66.8,57.8,87.5,86.0,85.0,70.0
Sri Lanka,2019,56.4,44.7,28.9,39.4,84.9,88.3,30.4,75.1,58.8,70.1,76.2,40.0,40.0
Sudan,2019,47.7,27.5,26.2,22.2,86.3,96.6,76.1,52.1,59.0,56.9,45.0,5.0,20.0
Suriname,2019,48.1,49.1,35.5,22.2,70.9,77.2,9.6,48.3,73.5,56.0,64.6,40.0,30.0
Sweden,2019,75.2,89.5,88.0,84.0,43.2,26.7,96.6,88.0,53.9,82.0,86.0,85.0,80.0
Switzerland,2019,81.9,85.3,88.0,82.0,70.5,64.8,96.3,75.4,72.5,85.2,87.4,85.0,90.0
Syria,2019,N/A,37.0,20.3,24.4,N/A,N/A,N/A,49.6,58.2,48.3,47.0,0.0,N/A
Taiwan,2019,77.3,85.4,69.2,70.1,75.0,90.6,91.6,93.2,60.9,84.4,87.0,60.0,60.0
Tajikistan,2019,55.6,47.8,36.4,52.1,91.8,64.6,60.3,67.3,49.2,68.5,73.6,25.0,30.0
Tanzania,2019,60.2,35.4,33.2,41.4,80.5,90.3,85.2,46.6,66.2,70.4,67.8,55.0,50.0
"Thailand ",2019,68.3,53.7,36.4,45.9,81.3,85.8,96.5,82.5,63.9,75.2,83.0,55.0,60.0
The Bahamas,2019,62.9,42.2,43.7,46.9,97.3,86.8,65.7,68.5,67.5,78.1,47.8,50.0,60.0
The Gambia,2019,52.4,39.9,41.2,42.5,74.3,70.7,0.0,54.0,67.4,62.4,61.6,65.0,50.0
Timor-Leste,2019,44.2,29.7,32.1,13.1,96.3,0.9,20.0,60.5,58.8,79.5,75.0,45.0,20.0
Togo,2019,50.3,35.5,28.1,29.6,67.8,77.0,24.5,50.4,46.7,79.1,69.4,65.0,30.0
Tonga,2019,57.7,59.2,38.1,26.6,85.5,40.9,93.4,75.3,69.9,69.4,73.6,40.0,20.0
Trinidad and Tobago,2019,57.0,52.3,32.9,40.6,82.3,61.9,16.6,67.8,75.6,75.1,68.4,60.0,50.0
Tunisia,2019,55.4,49.2,36.6,42.7,74.4,74.4,37.9,76.7,50.3,76.0,71.4,45.0,30.0
Turkey,2019,64.6,55.8,41.2,49.8,76.4,65.1,92.2,66.0,49.2,70.0,79.6,70.0,60.0
Turkmenistan,2019,48.4,31.6,20.3,29.8,95.9,92.0,92.3,30.0,20.0,73.4,76.0,10.0,10.0
Uganda,2019,59.7,42.2,25.4,38.5,73.3,88.7,68.6,46.3,83.2,80.1,75.4,55.0,40.0
Ukraine,2019,52.3,43.9,29.6,31.5,81.8,46.9,82.6,66.1,46.7,58.6,75.0,35.0,30.0
United Arab Emirates,2019,77.6,81.8,78.8,87.1,99.2,68.8,88.9,79.9,81.1,80.9,84.4,40.0,60.0
United Kingdom,2019,78.9,92.3,83.8,85.9,64.7,48.2,68.6,92.9,73.5,81.2,86.0,90.0,80.0
United States,2019,76.8,79.3,77.4,78.6,75.1,57.1,53.1,83.8,89.4,76.6,86.6,85.0,80.0
"Uruguay ",2019,68.6,68.3,69.2,58.9,77.2,67.5,69.9,74.3,71.9,72.9,78.6,85.0,30.0
Uzbekistan,2019,53.3,49.8,25.2,34.3,91.3,67.4,98.7,72.5,58.7,58.9,62.6,10.0,10.0
Vanuatu,2019,56.4,65.9,51.9,36.4,97.3,54.1,15.3,52.4,58.8,75.0,64.4,65.0,40.0
"Venezuela ",2019,25.9,7.6,7.9,13.1,74.7,58.1,17.6,33.9,28.0,0.0,60.0,0.0,10.0
Vietnam,2019,55.3,49.8,34.0,40.3,79.7,74.1,40.7,63.5,62.8,68.9,79.2,30.0,40.0
Yemen,2019,N/A,19.6,20.3,22.2,N/A,83.7,0.0,45.1,49.8,61.5,71.4,50.0,N/A
Zambia,2019,53.6,45.0,32.3,35.6,72.3,80.1,12.3,71.1,46.0,70.3,72.6,55.0,50.0
Zimbabwe,2019,40.4,29.7,15.8,24.8,62.3,74.5,23.7,33.4,43.3,72.4,70.0,25.0,10.0
