Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Gabon,2004,57.1,50.0,30.0,N/A,61.5,84.1,N/A,55.0,N/A,85.3,48.2,50.0,50.0
Georgia,2004,58.9,30.0,24.0,N/A,90.6,90.1,N/A,55.0,N/A,75.5,65.2,50.0,50.0
Germany,2004,69.5,90.0,73.0,N/A,56.4,29.4,N/A,70.0,N/A,87.1,79.8,90.0,50.0
Ghana,2004,59.1,50.0,39.0,N/A,77.5,67.9,N/A,70.0,N/A,61.6,65.6,50.0,50.0
Greece,2004,59.1,50.0,42.0,N/A,58.4,53.2,N/A,70.0,N/A,78.1,79.8,50.0,50.0
"Guatemala ",2004,59.6,30.0,25.0,N/A,79.8,95.0,N/A,55.0,N/A,77.4,73.8,30.0,70.0
Guinea,2004,56.1,30.0,25.0,N/A,71.2,89.1,N/A,55.0,N/A,82.5,52.2,30.0,70.0
Guinea-Bissau,2004,42.6,10.0,10.0,N/A,82.7,46.8,N/A,40.0,N/A,77.7,56.4,50.0,10.0
Guyana,2004,53.0,50.0,30.0,N/A,60.9,14.5,N/A,55.0,N/A,81.1,65.2,50.0,70.0
Haiti,2004,51.2,10.0,22.0,N/A,78.2,96.9,N/A,40.0,N/A,68.7,65.0,30.0,50.0
"Honduras ",2004,55.3,30.0,27.0,N/A,84.9,79.7,N/A,55.0,N/A,71.5,70.0,30.0,50.0
Hong Kong,2004,90.0,90.0,82.0,N/A,93.6,89.5,N/A,100.0,N/A,84.6,90.0,90.0,90.0
"Hungary ",2004,62.7,70.0,49.0,N/A,65.6,20.1,N/A,70.0,N/A,73.7,76.0,70.0,70.0
Iceland,2004,72.1,90.0,94.0,N/A,58.7,37.9,N/A,85.0,N/A,85.2,78.2,70.0,50.0
India,2004,51.5,50.0,27.0,N/A,74.2,77.1,N/A,55.0,N/A,77.0,23.6,50.0,30.0
Indonesia,2004,52.1,30.0,19.0,N/A,77.5,84.4,N/A,55.0,N/A,68.9,74.2,30.0,30.0
Iran,2004,42.8,10.0,10.0,N/A,64.2,80.2,N/A,40.0,N/A,61.7,78.8,30.0,10.0
Iraq,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ireland,2004,80.3,90.0,69.0,N/A,71.8,66.3,N/A,85.0,N/A,81.1,79.8,90.0,90.0
Israel,2004,61.4,70.0,73.0,N/A,52.7,7.6,N/A,70.0,N/A,82.2,77.0,70.0,50.0
Italy,2004,64.2,70.0,52.0,N/A,49.7,31.7,N/A,70.0,N/A,84.8,79.8,70.0,70.0
"Jamaica ",2004,66.7,50.0,40.0,N/A,76.7,61.3,N/A,70.0,N/A,78.0,64.4,90.0,70.0
Japan,2004,64.3,70.0,71.0,N/A,62.4,55.1,N/A,70.0,N/A,89.2,80.8,50.0,30.0
Jordan,2004,66.1,50.0,45.0,N/A,78.9,66.3,N/A,70.0,N/A,86.7,58.0,70.0,70.0
Kazakhstan,2004,49.7,30.0,23.0,N/A,77.0,84.1,N/A,55.0,N/A,73.1,65.0,10.0,30.0
Kenya,2004,57.7,50.0,19.0,N/A,78.9,79.2,N/A,55.0,N/A,82.9,54.0,50.0,50.0
Kiribati,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kuwait,2004,63.6,50.0,70.0,N/A,99.9,42.2,N/A,70.0,N/A,83.2,77.0,30.0,50.0
"Kyrgyz Republic ",2004,58.0,30.0,22.0,N/A,85.5,84.4,N/A,55.0,N/A,76.2,69.4,50.0,50.0
Laos,2004,42.0,10.0,10.0,N/A,70.6,87.1,N/A,40.0,N/A,64.0,56.6,30.0,10.0
Latvia,2004,67.4,50.0,37.0,N/A,82.2,62.2,N/A,70.0,N/A,85.8,79.8,70.0,70.0
Lebanon,2004,56.9,30.0,10.0,N/A,92.4,60.3,N/A,55.0,N/A,83.5,61.0,50.0,70.0
Lesotho,2004,50.3,50.0,30.0,N/A,63.5,41.7,N/A,55.0,N/A,70.0,62.2,30.0,50.0
Liberia,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Libya,2004,31.5,10.0,10.0,N/A,32.3,68.1,N/A,40.0,N/A,61.0,42.4,10.0,10.0
Liechtenstein,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lithuania,2004,72.4,50.0,48.0,N/A,82.8,70.6,N/A,70.0,N/A,90.1,80.2,70.0,90.0
Luxembourg,2004,78.9,90.0,90.0,N/A,58.9,41.4,N/A,85.0,N/A,85.3,79.8,90.0,90.0
Macau,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,2004,56.8,30.0,33.0,N/A,84.6,48.1,N/A,55.0,N/A,83.3,57.4,50.0,70.0
Madagascar,2004,60.9,50.0,17.0,N/A,74.6,89.8,N/A,70.0,N/A,71.9,74.4,50.0,50.0
Malawi,2004,53.6,50.0,29.0,N/A,69.4,67.1,N/A,55.0,N/A,63.1,68.6,50.0,30.0
"Malaysia ",2004,59.9,50.0,49.0,N/A,80.9,74.2,N/A,70.0,N/A,81.8,73.4,30.0,30.0
Maldives,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,2004,56.6,50.0,10.0,N/A,70.2,81.8,N/A,70.0,N/A,81.5,66.2,50.0,30.0
Malta,2004,63.3,90.0,50.0,N/A,63.1,11.5,N/A,85.0,N/A,84.6,65.4,50.0,70.0
Mauritania,2004,61.8,30.0,30.0,N/A,76.2,80.5,N/A,55.0,N/A,77.3,67.0,70.0,70.0
Mauritius,2004,64.3,70.0,45.0,N/A,85.0,82.9,N/A,70.0,N/A,69.6,36.0,50.0,70.0
Mexico,2004,66.0,50.0,36.0,N/A,73.3,83.1,N/A,70.0,N/A,79.8,81.6,50.0,70.0
Micronesia,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,2004,57.1,50.0,21.0,N/A,81.5,74.2,N/A,55.0,N/A,71.3,80.4,30.0,50.0
Mongolia,2004,56.5,50.0,43.0,N/A,59.4,43.8,N/A,55.0,N/A,82.0,75.0,50.0,50.0
Montenegro,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,2004,56.7,30.0,37.0,N/A,63.2,70.4,N/A,70.0,N/A,85.7,34.2,70.0,50.0
"Mozambique ",2004,57.2,30.0,22.0,N/A,80.9,63.9,N/A,55.0,N/A,65.9,57.4,70.0,70.0
Namibia,2004,62.4,70.0,57.0,N/A,67.1,61.3,N/A,70.0,N/A,74.4,62.2,50.0,50.0
Nepal,2004,51.2,30.0,10.0,N/A,88.9,88.6,N/A,55.0,N/A,77.3,51.4,30.0,30.0
Netherlands,2004,74.5,90.0,90.0,N/A,45.2,32.3,N/A,70.0,N/A,83.2,79.8,90.0,90.0
New Zealand,2004,81.5,90.0,95.0,N/A,62.8,55.8,N/A,85.0,N/A,84.7,80.2,90.0,90.0
"Nicaragua ",2004,61.4,30.0,25.0,N/A,85.6,82.6,N/A,55.0,N/A,75.1,79.0,50.0,70.0
Niger,2004,54.6,30.0,10.0,N/A,66.7,91.6,N/A,55.0,N/A,79.1,58.6,50.0,50.0
Nigeria,2004,49.2,30.0,16.0,N/A,82.1,68.9,N/A,55.0,N/A,66.3,45.0,50.0,30.0
North Korea,2004,8.9,10.0,10.0,N/A,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
Norway,2004,66.2,90.0,85.0,N/A,50.8,31.7,N/A,70.0,N/A,86.3,81.8,50.0,50.0
Oman,2004,66.9,50.0,70.0,N/A,98.5,58.3,N/A,70.0,N/A,79.2,76.0,50.0,50.0
"Pakistan ",2004,54.9,30.0,26.0,N/A,68.2,86.3,N/A,70.0,N/A,78.4,55.6,50.0,30.0
"Panama ",2004,65.3,30.0,30.0,N/A,81.2,76.5,N/A,70.0,N/A,89.1,70.8,70.0,70.0
Papua New Guinea,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Paraguay ",2004,56.7,30.0,17.0,N/A,90.0,87.8,N/A,55.0,N/A,70.4,59.8,50.0,50.0
Peru,2004,64.7,30.0,40.0,N/A,81.5,87.5,N/A,55.0,N/A,88.8,59.8,70.0,70.0
Philippines,2004,59.1,30.0,26.0,N/A,77.7,88.8,N/A,55.0,N/A,77.3,77.0,50.0,50.0
Poland,2004,58.7,50.0,40.0,N/A,64.9,35.1,N/A,70.0,N/A,78.1,70.4,50.0,70.0
Portugal,2004,64.9,70.0,63.0,N/A,62.3,36.2,N/A,70.0,N/A,82.9,79.8,70.0,50.0
Qatar,2004,66.5,50.0,70.0,N/A,87.5,69.7,N/A,55.0,N/A,90.0,76.6,50.0,50.0
"Republic of Congo ",2004,45.9,30.0,10.0,N/A,59.4,70.0,N/A,55.0,N/A,80.2,48.2,30.0,30.0
Romania,2004,50.0,30.0,26.0,N/A,69.9,74.8,N/A,55.0,N/A,56.8,57.6,30.0,50.0
Russia,2004,52.8,30.0,27.0,N/A,91.6,65.1,N/A,55.0,N/A,63.4,63.2,50.0,30.0
Rwanda,2004,53.3,30.0,10.0,N/A,66.9,89.5,N/A,55.0,N/A,79.7,68.8,30.0,50.0
Saint Lucia,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"São Tomé and Príncipe ",2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,2004,60.4,50.0,50.0,N/A,99.4,58.5,N/A,70.0,N/A,91.9,64.0,30.0,30.0
Senegal,2004,58.9,50.0,31.0,N/A,59.8,85.9,N/A,55.0,N/A,80.4,68.0,50.0,50.0
"Serbia ",2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,2004,43.6,10.0,10.0,N/A,69.9,72.8,N/A,40.0,N/A,86.6,43.0,30.0,30.0
Singapore,2004,88.9,90.0,93.0,N/A,87.8,91.1,N/A,100.0,N/A,93.0,85.0,90.0,70.0
Slovakia,2004,64.6,50.0,37.0,N/A,68.5,42.4,N/A,70.0,N/A,80.8,72.8,70.0,90.0
Slovenia,2004,59.2,50.0,60.0,N/A,54.4,40.6,N/A,85.0,N/A,77.3,65.2,50.0,50.0
Solomon Islands,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2004,66.3,50.0,48.0,N/A,69.6,79.7,N/A,70.0,N/A,77.1,62.2,70.0,70.0
South Korea,2004,67.8,70.0,45.0,N/A,73.9,80.8,N/A,70.0,N/A,84.0,66.6,70.0,50.0
Spain,2004,68.9,70.0,71.0,N/A,52.9,52.7,N/A,70.0,N/A,83.6,79.8,70.0,70.0
Sri Lanka,2004,61.6,50.0,37.0,N/A,79.9,77.3,N/A,70.0,N/A,69.6,70.6,50.0,50.0
Sudan,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suriname,2004,47.9,50.0,10.0,N/A,61.4,62.2,N/A,55.0,N/A,58.1,54.4,50.0,30.0
Sweden,2004,70.1,90.0,93.0,N/A,32.0,0.0,N/A,70.0,N/A,85.8,79.8,90.0,90.0
Switzerland,2004,79.5,90.0,85.0,N/A,80.6,55.8,N/A,70.0,N/A,89.4,85.0,70.0,90.0
Syria,2004,40.6,30.0,10.0,N/A,62.7,72.1,N/A,55.0,N/A,80.5,15.0,30.0,10.0
Taiwan,2004,69.6,70.0,56.0,N/A,76.1,82.3,N/A,70.0,N/A,94.2,78.0,50.0,50.0
Tajikistan,2004,48.7,30.0,10.0,N/A,85.0,93.0,N/A,55.0,N/A,56.3,69.0,30.0,10.0
Tanzania,2004,60.1,30.0,27.0,N/A,80.9,92.0,N/A,55.0,N/A,80.1,56.0,50.0,70.0
"Thailand ",2004,63.7,50.0,32.0,N/A,75.5,91.1,N/A,70.0,N/A,88.9,65.6,50.0,50.0
The Bahamas,2004,72.1,90.0,70.0,N/A,97.1,87.1,N/A,85.0,N/A,82.5,17.0,50.0,70.0
The Gambia,2004,55.3,50.0,10.0,N/A,73.8,79.7,N/A,55.0,N/A,73.4,56.2,50.0,50.0
Timor-Leste,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,2004,47.0,30.0,10.0,N/A,52.4,92.0,N/A,40.0,N/A,78.7,59.8,30.0,30.0
Tonga,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,2004,71.3,70.0,49.0,N/A,71.7,83.1,N/A,70.0,N/A,81.7,75.8,70.0,70.0
Tunisia,2004,58.4,50.0,48.0,N/A,70.8,69.3,N/A,70.0,N/A,84.9,32.4,50.0,50.0
Turkey,2004,52.8,50.0,32.0,N/A,60.8,56.9,N/A,55.0,N/A,46.1,74.2,50.0,50.0
Turkmenistan,2004,50.7,30.0,10.0,N/A,89.9,80.8,N/A,55.0,N/A,65.6,85.0,30.0,10.0
Uganda,2004,64.1,50.0,21.0,N/A,80.7,88.2,N/A,55.0,N/A,90.3,71.2,50.0,70.0
Ukraine,2004,53.7,30.0,24.0,N/A,67.5,77.8,N/A,55.0,N/A,74.5,74.4,30.0,50.0
United Arab Emirates,2004,67.2,70.0,70.0,N/A,99.9,58.0,N/A,70.0,N/A,79.5,77.0,50.0,30.0
United Kingdom,2004,77.7,90.0,87.0,N/A,61.2,50.1,N/A,85.0,N/A,86.6,79.8,70.0,90.0
United States,2004,78.7,90.0,77.0,N/A,67.2,62.2,N/A,85.0,N/A,85.9,81.4,70.0,90.0
"Uruguay ",2004,66.7,70.0,51.0,N/A,83.5,60.0,N/A,70.0,N/A,74.2,71.8,70.0,50.0
Uzbekistan,2004,39.1,30.0,29.0,N/A,72.2,76.3,N/A,40.0,N/A,42.3,22.0,30.0,10.0
Vanuatu,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",2004,46.7,30.0,25.0,N/A,75.6,79.2,N/A,55.0,N/A,57.1,58.0,10.0,30.0
Vietnam,2004,46.1,10.0,24.0,N/A,63.4,82.1,N/A,40.0,N/A,80.4,54.8,30.0,30.0
Yemen,2004,50.5,30.0,10.0,N/A,75.0,66.5,N/A,55.0,N/A,68.1,70.2,50.0,30.0
Zambia,2004,54.9,50.0,26.0,N/A,75.3,69.1,N/A,55.0,N/A,60.1,58.8,50.0,50.0
Zimbabwe,2004,34.4,10.0,27.0,N/A,67.5,63.5,N/A,55.0,N/A,13.1,53.8,10.0,10.0
