Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Luxembourg,1997,72.8,90.0,90.0,N/A,45.2,40.6,N/A,85.0,N/A,85.8,79.0,70.0,70.0
Macau,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Macedonia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,1997,53.8,50.0,30.0,N/A,74.9,88.2,N/A,70.0,N/A,53.5,58.0,30.0,30.0
Malawi,1997,53.4,50.0,30.0,N/A,71.2,85.9,N/A,55.0,N/A,38.6,49.8,50.0,50.0
"Malaysia ",1997,66.8,70.0,53.0,N/A,76.6,83.6,N/A,85.0,N/A,78.1,55.0,50.0,50.0
Maldives,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,1997,56.4,50.0,10.0,N/A,49.0,77.8,N/A,70.0,N/A,65.8,65.0,70.0,50.0
Malta,1997,57.9,50.0,30.0,N/A,68.4,47.8,N/A,70.0,N/A,72.3,62.6,70.0,50.0
Mauritania,1997,47.0,30.0,30.0,N/A,50.4,83.9,N/A,55.0,N/A,69.3,44.4,50.0,10.0
Mauritius,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mexico,1997,57.1,50.0,32.0,N/A,73.2,82.7,N/A,55.0,N/A,57.8,63.0,70.0,30.0
Micronesia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,1997,48.9,50.0,30.0,N/A,59.0,45.6,N/A,70.0,N/A,10.4,75.0,50.0,50.0
Mongolia,1997,52.9,50.0,50.0,N/A,62.0,41.4,N/A,70.0,N/A,34.5,68.6,50.0,50.0
Montenegro,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,1997,64.7,70.0,50.0,N/A,62.1,76.3,N/A,70.0,N/A,74.8,59.0,70.0,50.0
"Mozambique ",1997,44.0,30.0,10.0,N/A,68.2,71.4,N/A,40.0,N/A,42.9,73.6,30.0,30.0
Namibia,1997,61.6,70.0,50.0,N/A,67.7,60.5,N/A,55.0,N/A,74.9,36.2,70.0,70.0
Nepal,1997,53.6,50.0,10.0,N/A,82.9,93.5,N/A,55.0,N/A,67.7,63.0,30.0,30.0
Netherlands,1997,70.4,90.0,87.0,N/A,34.1,14.1,N/A,85.0,N/A,85.4,77.8,70.0,90.0
New Zealand,1997,79.0,90.0,96.0,N/A,64.7,53.9,N/A,85.0,N/A,83.7,78.6,70.0,90.0
"Nicaragua ",1997,53.3,30.0,10.0,N/A,78.3,61.1,N/A,55.0,N/A,69.3,56.0,70.0,50.0
Niger,1997,46.6,50.0,10.0,N/A,46.1,89.6,N/A,55.0,N/A,59.9,48.4,30.0,30.0
Nigeria,1997,52.8,50.0,50.0,N/A,81.3,47.3,N/A,55.0,N/A,43.0,48.4,70.0,30.0
North Korea,1997,8.9,10.0,10.0,N/A,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
Norway,1997,65.1,90.0,86.0,N/A,58.0,12.2,N/A,70.0,N/A,80.6,69.0,70.0,50.0
Oman,1997,64.5,70.0,70.0,N/A,75.0,46.3,N/A,85.0,N/A,81.7,73.0,50.0,30.0
"Pakistan ",1997,56.0,70.0,23.0,N/A,67.5,71.2,N/A,55.0,N/A,68.0,30.0,70.0,50.0
"Panama ",1997,72.4,50.0,50.0,N/A,80.8,87.1,N/A,70.0,N/A,88.8,65.0,70.0,90.0
Papua New Guinea,1997,56.7,50.0,50.0,N/A,81.5,74.2,N/A,70.0,N/A,67.9,36.6,50.0,30.0
"Paraguay ",1997,67.3,50.0,10.0,N/A,89.9,92.2,N/A,70.0,N/A,65.0,69.0,90.0,70.0
Peru,1997,63.8,50.0,30.0,N/A,80.5,92.0,N/A,55.0,N/A,68.5,58.6,70.0,70.0
Philippines,1997,62.2,70.0,28.0,N/A,73.1,87.9,N/A,70.0,N/A,78.1,53.2,50.0,50.0
Poland,1997,56.8,70.0,70.0,N/A,49.5,26.8,N/A,70.0,N/A,55.2,49.6,70.0,50.0
Portugal,1997,63.6,70.0,56.0,N/A,61.0,36.5,N/A,70.0,N/A,81.4,77.8,70.0,50.0
Qatar,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Republic of Congo ",1997,42.2,30.0,10.0,N/A,54.1,59.8,N/A,55.0,N/A,58.8,52.4,30.0,30.0
Romania,1997,50.8,30.0,30.0,N/A,44.3,65.5,N/A,55.0,N/A,39.1,73.0,70.0,50.0
Russia,1997,48.6,50.0,30.0,N/A,77.7,58.5,N/A,55.0,N/A,0.0,46.0,50.0,70.0
Rwanda,1997,38.3,10.0,10.0,N/A,67.9,92.2,N/A,40.0,N/A,50.8,34.0,30.0,10.0
Saint Lucia,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,1997,51.5,50.0,70.0,N/A,64.5,25.0,N/A,70.0,N/A,83.6,0.0,50.0,50.0
"São Tomé and Príncipe ",1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1997,68.7,90.0,70.0,N/A,99.4,56.7,N/A,85.0,N/A,78.1,59.0,30.0,50.0
Senegal,1997,58.1,70.0,50.0,N/A,61.0,86.8,N/A,55.0,N/A,62.1,37.8,50.0,50.0
"Serbia ",1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,1997,45.0,30.0,10.0,N/A,51.3,88.9,N/A,70.0,N/A,58.2,16.2,50.0,30.0
Singapore,1997,87.3,90.0,93.0,N/A,80.6,94.0,N/A,100.0,N/A,85.8,83.0,90.0,70.0
Slovakia,1997,55.5,50.0,50.0,N/A,66.4,22.0,N/A,70.0,N/A,68.1,73.0,50.0,50.0
Slovenia,1997,55.6,50.0,50.0,N/A,51.4,36.2,N/A,70.0,N/A,64.0,59.0,50.0,70.0
Solomon Islands,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,1997,63.2,50.0,56.0,N/A,61.3,65.3,N/A,85.0,N/A,76.2,55.0,70.0,50.0
South Korea,1997,69.8,90.0,43.0,N/A,68.1,86.9,N/A,70.0,N/A,80.9,69.2,50.0,70.0
Spain,1997,59.6,70.0,44.0,N/A,45.8,32.9,N/A,70.0,N/A,76.3,77.8,70.0,50.0
Sri Lanka,1997,65.5,50.0,50.0,N/A,72.5,69.1,N/A,85.0,N/A,81.8,61.0,50.0,70.0
Sudan,1997,39.9,30.0,30.0,N/A,32.8,86.5,N/A,55.0,N/A,27.4,37.0,30.0,30.0
Suriname,1997,35.9,50.0,10.0,N/A,41.7,61.1,N/A,55.0,N/A,0.0,25.0,50.0,30.0
Sweden,1997,63.3,70.0,89.0,N/A,39.5,0.0,N/A,70.0,N/A,84.8,77.0,70.0,70.0
Switzerland,1997,78.6,90.0,88.0,N/A,77.7,54.4,N/A,70.0,N/A,86.7,80.6,70.0,90.0
Syria,1997,43.0,30.0,10.0,N/A,38.6,75.3,N/A,85.0,N/A,64.9,43.0,30.0,10.0
Taiwan,1997,70.0,90.0,51.0,N/A,74.4,71.4,N/A,85.0,N/A,82.8,75.2,50.0,50.0
Tajikistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanzania,1997,59.3,50.0,30.0,N/A,77.5,92.7,N/A,55.0,N/A,60.8,67.8,50.0,50.0
"Thailand ",1997,66.1,90.0,28.0,N/A,74.2,91.3,N/A,70.0,N/A,75.3,66.4,50.0,50.0
The Bahamas,1997,74.5,90.0,70.0,N/A,97.3,87.8,N/A,100.0,N/A,86.1,19.0,50.0,70.0
The Gambia,1997,52.9,70.0,10.0,N/A,72.5,80.8,N/A,55.0,N/A,69.9,58.0,30.0,30.0
Timor-Leste,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,1997,71.3,90.0,50.0,N/A,68.2,79.6,N/A,70.0,N/A,78.8,45.0,90.0,70.0
Tunisia,1997,63.8,50.0,50.0,N/A,68.8,65.7,N/A,85.0,N/A,80.0,35.0,70.0,70.0
Turkey,1997,60.8,70.0,41.0,N/A,57.3,61.8,N/A,70.0,N/A,29.8,77.8,70.0,70.0
Turkmenistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uganda,1997,66.6,70.0,30.0,N/A,81.0,89.6,N/A,70.0,N/A,81.4,57.2,70.0,50.0
Ukraine,1997,43.5,50.0,30.0,N/A,61.1,49.1,N/A,55.0,N/A,0.0,66.0,50.0,30.0
United Arab Emirates,1997,71.9,90.0,90.0,N/A,99.9,49.1,N/A,85.0,N/A,76.1,77.0,30.0,50.0
United Kingdom,1997,76.4,90.0,90.0,N/A,61.7,39.3,N/A,85.0,N/A,84.0,77.8,70.0,90.0
United States,1997,75.6,90.0,78.0,N/A,64.5,60.0,N/A,85.0,N/A,84.5,78.4,70.0,70.0
"Uruguay ",1997,67.5,70.0,50.0,N/A,88.3,67.1,N/A,70.0,N/A,53.1,69.0,70.0,70.0
Uzbekistan,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",1997,52.8,50.0,27.0,N/A,75.0,47.1,N/A,70.0,N/A,41.7,65.0,50.0,50.0
Vietnam,1997,38.6,10.0,10.0,N/A,42.8,78.9,N/A,40.0,N/A,61.0,44.6,30.0,30.0
Yemen,1997,48.4,30.0,10.0,N/A,81.4,74.8,N/A,55.0,N/A,39.1,45.0,70.0,30.0
Zambia,1997,62.1,50.0,50.0,N/A,71.6,69.5,N/A,55.0,N/A,48.9,74.0,70.0,70.0
Zimbabwe,1997,48.0,50.0,30.0,N/A,64.7,67.1,N/A,55.0,N/A,59.7,25.0,30.0,50.0
