Name,Index Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Macedonia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madagascar,1995,51.6,30.0,10.0,N/A,74.7,87.9,N/A,70.0,N/A,74.0,37.6,50.0,30.0
Malawi,1995,54.7,50.0,30.0,N/A,69.3,64.1,N/A,55.0,N/A,60.2,64.0,50.0,50.0
"Malaysia ",1995,71.9,70.0,70.0,N/A,74.1,78.3,N/A,85.0,N/A,82.5,67.0,70.0,50.0
Maldives,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mali,1995,52.4,30.0,10.0,N/A,48.9,80.6,N/A,55.0,N/A,82.1,65.0,70.0,30.0
Malta,1995,56.3,50.0,10.0,N/A,68.2,51.8,N/A,70.0,N/A,73.4,63.6,70.0,50.0
Mauritania,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mauritius,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mexico,1995,63.1,70.0,50.0,N/A,72.4,86.8,N/A,55.0,N/A,67.8,66.2,70.0,30.0
Micronesia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,1995,33.0,50.0,10.0,N/A,37.3,72.1,N/A,70.0,N/A,0.0,17.6,30.0,10.0
Mongolia,1995,47.8,70.0,50.0,N/A,47.6,17.3,N/A,70.0,N/A,0.0,55.0,70.0,50.0
Montenegro,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,1995,62.8,70.0,50.0,N/A,57.5,72.8,N/A,70.0,N/A,75.0,49.8,70.0,50.0
"Mozambique ",1995,45.5,30.0,10.0,N/A,60.4,74.8,N/A,55.0,N/A,43.9,75.0,30.0,30.0
Namibia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nepal,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Zealand,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Nicaragua ",1995,42.5,30.0,10.0,N/A,78.3,75.1,N/A,55.0,N/A,0.0,54.4,50.0,30.0
Niger,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nigeria,1995,47.3,50.0,50.0,N/A,75.4,0.0,N/A,55.0,N/A,50.2,45.0,50.0,50.0
North Korea,1995,8.9,10.0,10.0,N/A,0.0,0.0,N/A,40.0,N/A,0.0,0.0,10.0,10.0
Norway,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oman,1995,70.2,70.0,70.0,N/A,75.0,52.7,N/A,85.0,N/A,85.7,73.0,50.0,70.0
"Pakistan ",1995,57.6,70.0,10.0,N/A,59.1,82.1,N/A,55.0,N/A,69.9,32.4,70.0,70.0
"Panama ",1995,71.6,50.0,50.0,N/A,77.5,84.0,N/A,70.0,N/A,88.7,64.4,70.0,90.0
Papua New Guinea,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Paraguay ",1995,65.9,50.0,10.0,N/A,90.1,91.5,N/A,70.0,N/A,63.1,58.4,90.0,70.0
Peru,1995,56.9,50.0,10.0,N/A,81.1,89.5,N/A,55.0,N/A,35.9,51.0,70.0,70.0
Philippines,1995,55.0,50.0,10.0,N/A,73.2,88.4,N/A,55.0,N/A,76.7,42.0,50.0,50.0
Poland,1995,50.7,50.0,50.0,N/A,51.0,9.6,N/A,70.0,N/A,48.7,57.0,70.0,50.0
Portugal,1995,62.4,70.0,70.0,N/A,60.5,36.0,N/A,70.0,N/A,77.7,77.8,50.0,50.0
Qatar,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Republic of Congo ",1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Romania,1995,42.9,30.0,10.0,N/A,39.4,52.2,N/A,55.0,N/A,0.0,79.0,70.0,50.0
Russia,1995,51.1,50.0,10.0,N/A,75.5,67.1,N/A,85.0,N/A,0.0,52.0,70.0,50.0
Rwanda,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Lucia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saint Vincent and the Grenadines,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samoa,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"São Tomé and Príncipe ",1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Senegal,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Serbia ",1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Seychelles,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sierra Leone,1995,49.8,50.0,10.0,N/A,51.7,91.5,N/A,70.0,N/A,49.9,45.0,50.0,30.0
Singapore,1995,86.3,90.0,90.0,N/A,80.8,88.1,N/A,100.0,N/A,85.2,83.0,90.0,70.0
Slovakia,1995,60.4,70.0,50.0,N/A,57.7,22.3,N/A,85.0,N/A,63.3,75.0,70.0,50.0
Slovenia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Solomon Islands,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,1995,60.7,50.0,50.0,N/A,61.1,63.3,N/A,85.0,N/A,73.8,43.0,70.0,50.0
South Korea,1995,72.0,90.0,70.0,N/A,63.3,85.6,N/A,70.0,N/A,80.1,69.2,50.0,70.0
Spain,1995,62.8,70.0,50.0,N/A,45.2,36.8,N/A,70.0,N/A,75.8,77.8,70.0,70.0
Sri Lanka,1995,60.6,50.0,30.0,N/A,64.3,78.3,N/A,70.0,N/A,78.4,54.2,50.0,70.0
Sudan,1995,39.4,30.0,30.0,N/A,33.3,74.6,N/A,70.0,N/A,19.4,37.0,30.0,30.0
Suriname,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sweden,1995,61.4,70.0,90.0,N/A,44.0,0.0,N/A,70.0,N/A,81.5,77.0,70.0,50.0
Switzerland,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Syria,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Taiwan,1995,74.2,90.0,90.0,N/A,74.1,69.9,N/A,85.0,N/A,83.4,75.2,50.0,50.0
Tajikistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanzania,1995,57.3,50.0,30.0,N/A,77.8,90.6,N/A,55.0,N/A,58.5,53.8,50.0,50.0
"Thailand ",1995,71.3,90.0,70.0,N/A,74.6,92.8,N/A,70.0,N/A,77.7,66.4,50.0,50.0
The Bahamas,1995,71.8,90.0,70.0,N/A,97.7,86.9,N/A,100.0,N/A,82.6,19.0,30.0,70.0
The Gambia,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Timor-Leste,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Togo,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonga,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trinidad and Tobago,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tunisia,1995,63.4,50.0,50.0,N/A,69.7,69.1,N/A,85.0,N/A,81.1,45.4,70.0,50.0
Turkey,1995,58.4,70.0,10.0,N/A,44.5,63.3,N/A,85.0,N/A,38.2,74.8,70.0,70.0
Turkmenistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uganda,1995,62.9,50.0,30.0,N/A,81.5,89.6,N/A,70.0,N/A,67.1,57.8,70.0,50.0
Ukraine,1995,39.9,30.0,10.0,N/A,61.8,47.1,N/A,55.0,N/A,0.0,55.0,50.0,50.0
United Arab Emirates,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United Kingdom,1995,77.9,90.0,90.0,N/A,61.3,37.3,N/A,100.0,N/A,85.0,77.8,70.0,90.0
United States,1995,76.7,90.0,90.0,N/A,64.8,57.8,N/A,85.0,N/A,83.8,78.4,70.0,70.0
"Uruguay ",1995,62.5,50.0,50.0,N/A,84.6,79.6,N/A,70.0,N/A,45.2,63.0,70.0,50.0
Uzbekistan,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanuatu,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Venezuela ",1995,59.8,50.0,10.0,N/A,80.0,76.1,N/A,85.0,N/A,52.0,65.0,50.0,70.0
Vietnam,1995,41.7,10.0,10.0,N/A,68.8,87.1,N/A,40.0,N/A,55.2,44.6,30.0,30.0
Yemen,1995,49.8,30.0,10.0,N/A,78.2,73.4,N/A,70.0,N/A,41.8,45.0,70.0,30.0
Zambia,1995,55.1,50.0,30.0,N/A,72.4,74.8,N/A,55.0,N/A,12.2,61.2,70.0,70.0
Zimbabwe,1995,48.5,50.0,30.0,N/A,50.1,65.3,N/A,55.0,N/A,54.7,51.8,30.0,50.0
